source_id,source_name,source_type,source_url,access_method,retrieval_date,license_or_usage_notes,update_frequency,fields_extracted,known_limitations,parsing_confidence
propublica-nonprofit-explorer-api-v2,ProPublica Nonprofit Explorer API v2 documentation,documentation,https://projects.propublica.org/nonprofits/api/,public web page over HTTPS,2026-06-12,Publicly accessible; users must review current ProPublica terms before reuse or redistribution.,Documentation and upstream data update on provider schedule,API semantics and endpoint structure,Third-party interface to IRS-derived data; documentation may change.,not_applicable
propublica-org-133843322,ProPublica organization and filing record for Center For Employment Opportunities Inc,IRS-derived exempt-organization and Form 990 API record,https://projects.propublica.org/nonprofits/api/v2/organizations/133843322.json,public JSON API over HTTPS,2026-06-12,Publicly accessible API; review ProPublica terms and IRS source notices before redistribution.,Provider-updated as IRS records and filing extracts become available,IRS exempt-organization identity fields; selected Form 990 financial fields,API fields may lag filings; not all Form 990 lines are exposed; values have not been interpreted as evidence of impact.,high
propublica-org-273611908,ProPublica organization and filing record for Defy Ventures Inc,IRS-derived exempt-organization and Form 990 API record,https://projects.propublica.org/nonprofits/api/v2/organizations/273611908.json,public JSON API over HTTPS,2026-06-12,Publicly accessible API; review ProPublica terms and IRS source notices before redistribution.,Provider-updated as IRS records and filing extracts become available,IRS exempt-organization identity fields; selected Form 990 financial fields,API fields may lag filings; not all Form 990 lines are exposed; values have not been interpreted as evidence of impact.,high
propublica-org-311731465,ProPublica organization and filing record for Exodus Transitional Community Inc,IRS-derived exempt-organization and Form 990 API record,https://projects.propublica.org/nonprofits/api/v2/organizations/311731465.json,public JSON API over HTTPS,2026-06-12,Publicly accessible API; review ProPublica terms and IRS source notices before redistribution.,Provider-updated as IRS records and filing extracts become available,IRS exempt-organization identity fields; selected Form 990 financial fields,API fields may lag filings; not all Form 990 lines are exposed; values have not been interpreted as evidence of impact.,high
propublica-org-061711370,ProPublica organization and filing record for Getting Out And Staying Out Inc,IRS-derived exempt-organization and Form 990 API record,https://projects.propublica.org/nonprofits/api/v2/organizations/061711370.json,public JSON API over HTTPS,2026-06-12,Publicly accessible API; review ProPublica terms and IRS source notices before redistribution.,Provider-updated as IRS records and filing extracts become available,IRS exempt-organization identity fields; selected Form 990 financial fields,API fields may lag filings; not all Form 990 lines are exposed; values have not been interpreted as evidence of impact.,high
propublica-org-954800735,ProPublica organization and filing record for Homeboy Industries,IRS-derived exempt-organization and Form 990 API record,https://projects.propublica.org/nonprofits/api/v2/organizations/954800735.json,public JSON API over HTTPS,2026-06-12,Publicly accessible API; review ProPublica terms and IRS source notices before redistribution.,Provider-updated as IRS records and filing extracts become available,IRS exempt-organization identity fields; selected Form 990 financial fields,API fields may lag filings; not all Form 990 lines are exposed; values have not been interpreted as evidence of impact.,high
propublica-org-454133644,ProPublica organization and filing record for Hope For Prisoners Om Inc,IRS-derived exempt-organization and Form 990 API record,https://projects.propublica.org/nonprofits/api/v2/organizations/454133644.json,public JSON API over HTTPS,2026-06-12,Publicly accessible API; review ProPublica terms and IRS source notices before redistribution.,Provider-updated as IRS records and filing extracts become available,IRS exempt-organization identity fields; selected Form 990 financial fields,API fields may lag filings; not all Form 990 lines are exposed; values have not been interpreted as evidence of impact.,high
propublica-org-463876220,ProPublica organization and filing record for Root & Rebound,IRS-derived exempt-organization and Form 990 API record,https://projects.propublica.org/nonprofits/api/v2/organizations/463876220.json,public JSON API over HTTPS,2026-06-12,Publicly accessible API; review ProPublica terms and IRS source notices before redistribution.,Provider-updated as IRS records and filing extracts become available,IRS exempt-organization identity fields; selected Form 990 financial fields,API fields may lag filings; not all Form 990 lines are exposed; values have not been interpreted as evidence of impact.,high
propublica-org-942301550,ProPublica organization and filing record for Rubicon Programs Inc,IRS-derived exempt-organization and Form 990 API record,https://projects.propublica.org/nonprofits/api/v2/organizations/942301550.json,public JSON API over HTTPS,2026-06-12,Publicly accessible API; review ProPublica terms and IRS source notices before redistribution.,Provider-updated as IRS records and filing extracts become available,IRS exempt-organization identity fields; selected Form 990 financial fields,API fields may lag filings; not all Form 990 lines are exposed; values have not been interpreted as evidence of impact.,high
propublica-org-362762168,ProPublica organization and filing record for Safer Foundation,IRS-derived exempt-organization and Form 990 API record,https://projects.propublica.org/nonprofits/api/v2/organizations/362762168.json,public JSON API over HTTPS,2026-06-12,Publicly accessible API; review ProPublica terms and IRS source notices before redistribution.,Provider-updated as IRS records and filing extracts become available,IRS exempt-organization identity fields; selected Form 990 financial fields,API fields may lag filings; not all Form 990 lines are exposed; values have not been interpreted as evidence of impact.,high
propublica-org-132645436,ProPublica organization and filing record for The Fortune Society Inc,IRS-derived exempt-organization and Form 990 API record,https://projects.propublica.org/nonprofits/api/v2/organizations/132645436.json,public JSON API over HTTPS,2026-06-12,Publicly accessible API; review ProPublica terms and IRS source notices before redistribution.,Provider-updated as IRS records and filing extracts become available,IRS exempt-organization identity fields; selected Form 990 financial fields,API fields may lag filings; not all Form 990 lines are exposed; values have not been interpreted as evidence of impact.,high
propublica-org-510516206,ProPublica organization and filing record for Faces And Voices Of Recovery,IRS-derived exempt-organization and Form 990 API record,https://projects.propublica.org/nonprofits/api/v2/organizations/510516206.json,public JSON API over HTTPS,2026-06-12,Publicly accessible API; review ProPublica terms and IRS source notices before redistribution.,Provider-updated as IRS records and filing extracts become available,IRS exempt-organization identity fields; selected Form 990 financial fields,API fields may lag filings; not all Form 990 lines are exposed; values have not been interpreted as evidence of impact.,high
propublica-org-410682405,ProPublica organization and filing record for Hazelden Betty Ford Foundation,IRS-derived exempt-organization and Form 990 API record,https://projects.propublica.org/nonprofits/api/v2/organizations/410682405.json,public JSON API over HTTPS,2026-06-12,Publicly accessible API; review ProPublica terms and IRS source notices before redistribution.,Provider-updated as IRS records and filing extracts become available,IRS exempt-organization identity fields; selected Form 990 financial fields,API fields may lag filings; not all Form 990 lines are exposed; values have not been interpreted as evidence of impact.,high
propublica-org-201327278,ProPublica organization and filing record for Mcshin Foundation,IRS-derived exempt-organization and Form 990 API record,https://projects.propublica.org/nonprofits/api/v2/organizations/201327278.json,public JSON API over HTTPS,2026-06-12,Publicly accessible API; review ProPublica terms and IRS source notices before redistribution.,Provider-updated as IRS records and filing extracts become available,IRS exempt-organization identity fields; selected Form 990 financial fields,API fields may lag filings; not all Form 990 lines are exposed; values have not been interpreted as evidence of impact.,high
propublica-org-943204958,ProPublica organization and filing record for National Harm Reduction Coalition,IRS-derived exempt-organization and Form 990 API record,https://projects.propublica.org/nonprofits/api/v2/organizations/943204958.json,public JSON API over HTTPS,2026-06-12,Publicly accessible API; review ProPublica terms and IRS source notices before redistribution.,Provider-updated as IRS records and filing extracts become available,IRS exempt-organization identity fields; selected Form 990 financial fields,API fields may lag filings; not all Form 990 lines are exposed; values have not been interpreted as evidence of impact.,high
propublica-org-136217765,ProPublica organization and filing record for Odyssey House Inc,IRS-derived exempt-organization and Form 990 API record,https://projects.propublica.org/nonprofits/api/v2/organizations/136217765.json,public JSON API over HTTPS,2026-06-12,Publicly accessible API; review ProPublica terms and IRS source notices before redistribution.,Provider-updated as IRS records and filing extracts become available,IRS exempt-organization identity fields; selected Form 990 financial fields,API fields may lag filings; not all Form 990 lines are exposed; values have not been interpreted as evidence of impact.,high
propublica-org-232663699,ProPublica organization and filing record for Prevention Point Philadelphia Incorporated,IRS-derived exempt-organization and Form 990 API record,https://projects.propublica.org/nonprofits/api/v2/organizations/232663699.json,public JSON API over HTTPS,2026-06-12,Publicly accessible API; review ProPublica terms and IRS source notices before redistribution.,Provider-updated as IRS records and filing extracts become available,IRS exempt-organization identity fields; selected Form 990 financial fields,API fields may lag filings; not all Form 990 lines are exposed; values have not been interpreted as evidence of impact.,high
propublica-org-454619712,ProPublica organization and filing record for Shatterproof A Nonprofit Corp,IRS-derived exempt-organization and Form 990 API record,https://projects.propublica.org/nonprofits/api/v2/organizations/454619712.json,public JSON API over HTTPS,2026-06-12,Publicly accessible API; review ProPublica terms and IRS source notices before redistribution.,Provider-updated as IRS records and filing extracts become available,IRS exempt-organization identity fields; selected Form 990 financial fields,API fields may lag filings; not all Form 990 lines are exposed; values have not been interpreted as evidence of impact.,high
propublica-org-830781172,ProPublica organization and filing record for Stop The Addiction Fatality Epidemic   Safe   Project Us,IRS-derived exempt-organization and Form 990 API record,https://projects.propublica.org/nonprofits/api/v2/organizations/830781172.json,public JSON API over HTTPS,2026-06-12,Publicly accessible API; review ProPublica terms and IRS source notices before redistribution.,Provider-updated as IRS records and filing extracts become available,IRS exempt-organization identity fields; selected Form 990 financial fields,API fields may lag filings; not all Form 990 lines are exposed; values have not been interpreted as evidence of impact.,high
propublica-org-800748314,ProPublica organization and filing record for The Herren Project,IRS-derived exempt-organization and Form 990 API record,https://projects.propublica.org/nonprofits/api/v2/organizations/800748314.json,public JSON API over HTTPS,2026-06-12,Publicly accessible API; review ProPublica terms and IRS source notices before redistribution.,Provider-updated as IRS records and filing extracts become available,IRS exempt-organization identity fields; selected Form 990 financial fields,API fields may lag filings; not all Form 990 lines are exposed; values have not been interpreted as evidence of impact.,high
propublica-org-464109067,ProPublica organization and filing record for Young People In Recovery,IRS-derived exempt-organization and Form 990 API record,https://projects.propublica.org/nonprofits/api/v2/organizations/464109067.json,public JSON API over HTTPS,2026-06-12,Publicly accessible API; review ProPublica terms and IRS source notices before redistribution.,Provider-updated as IRS records and filing extracts become available,IRS exempt-organization identity fields; selected Form 990 financial fields,API fields may lag filings; not all Form 990 lines are exposed; values have not been interpreted as evidence of impact.,high
propublica-org-930728816,ProPublica organization and filing record for Central City Concern Inc,IRS-derived exempt-organization and Form 990 API record,https://projects.propublica.org/nonprofits/api/v2/organizations/930728816.json,public JSON API over HTTPS,2026-06-12,Publicly accessible API; review ProPublica terms and IRS source notices before redistribution.,Provider-updated as IRS records and filing extracts become available,IRS exempt-organization identity fields; selected Form 990 financial fields,API fields may lag filings; not all Form 990 lines are exposed; values have not been interpreted as evidence of impact.,high
propublica-org-133072967,ProPublica organization and filing record for Coalition For The Homeless Inc,IRS-derived exempt-organization and Form 990 API record,https://projects.propublica.org/nonprofits/api/v2/organizations/133072967.json,public JSON API over HTTPS,2026-06-12,Publicly accessible API; review ProPublica terms and IRS source notices before redistribution.,Provider-updated as IRS records and filing extracts become available,IRS exempt-organization identity fields; selected Form 990 financial fields,API fields may lag filings; not all Form 990 lines are exposed; values have not been interpreted as evidence of impact.,high
propublica-org-273523909,ProPublica organization and filing record for Community Solutions International Inc,IRS-derived exempt-organization and Form 990 API record,https://projects.propublica.org/nonprofits/api/v2/organizations/273523909.json,public JSON API over HTTPS,2026-06-12,Publicly accessible API; review ProPublica terms and IRS source notices before redistribution.,Provider-updated as IRS records and filing extracts become available,IRS exempt-organization identity fields; selected Form 990 financial fields,API fields may lag filings; not all Form 990 lines are exposed; values have not been interpreted as evidence of impact.,high
propublica-org-132725416,ProPublica organization and filing record for Covenant House,IRS-derived exempt-organization and Form 990 API record,https://projects.propublica.org/nonprofits/api/v2/organizations/132725416.json,public JSON API over HTTPS,2026-06-12,Publicly accessible API; review ProPublica terms and IRS source notices before redistribution.,Provider-updated as IRS records and filing extracts become available,IRS exempt-organization identity fields; selected Form 990 financial fields,API fields may lag filings; not all Form 990 lines are exposed; values have not been interpreted as evidence of impact.,high
propublica-org-133391210,ProPublica organization and filing record for Covenant House California,IRS-derived exempt-organization and Form 990 API record,https://projects.propublica.org/nonprofits/api/v2/organizations/133391210.json,public JSON API over HTTPS,2026-06-12,Publicly accessible API; review ProPublica terms and IRS source notices before redistribution.,Provider-updated as IRS records and filing extracts become available,IRS exempt-organization identity fields; selected Form 990 financial fields,API fields may lag filings; not all Form 990 lines are exposed; values have not been interpreted as evidence of impact.,high
propublica-org-911275815,ProPublica organization and filing record for Downtown Emergency Service Center,IRS-derived exempt-organization and Form 990 API record,https://projects.propublica.org/nonprofits/api/v2/organizations/911275815.json,public JSON API over HTTPS,2026-06-12,Publicly accessible API; review ProPublica terms and IRS source notices before redistribution.,Provider-updated as IRS records and filing extracts become available,IRS exempt-organization identity fields; selected Form 990 financial fields,API fields may lag filings; not all Form 990 lines are exposed; values have not been interpreted as evidence of impact.,high
propublica-org-521925494,ProPublica organization and filing record for Friendship Place,IRS-derived exempt-organization and Form 990 API record,https://projects.propublica.org/nonprofits/api/v2/organizations/521925494.json,public JSON API over HTTPS,2026-06-12,Publicly accessible API; review ProPublica terms and IRS source notices before redistribution.,Provider-updated as IRS records and filing extracts become available,IRS exempt-organization identity fields; selected Form 990 financial fields,API fields may lag filings; not all Form 990 lines are exposed; values have not been interpreted as evidence of impact.,high
propublica-org-621475145,ProPublica organization and filing record for National Health Care For The Homeless Council Inc,IRS-derived exempt-organization and Form 990 API record,https://projects.propublica.org/nonprofits/api/v2/organizations/621475145.json,public JSON API over HTTPS,2026-06-12,Publicly accessible API; review ProPublica terms and IRS source notices before redistribution.,Provider-updated as IRS records and filing extracts become available,IRS exempt-organization identity fields; selected Form 990 financial fields,API fields may lag filings; not all Form 990 lines are exposed; values have not been interpreted as evidence of impact.,high
propublica-org-760260403,ProPublica organization and filing record for Search Homeless Services,IRS-derived exempt-organization and Form 990 API record,https://projects.propublica.org/nonprofits/api/v2/organizations/760260403.json,public JSON API over HTTPS,2026-06-12,Publicly accessible API; review ProPublica terms and IRS source notices before redistribution.,Provider-updated as IRS records and filing extracts become available,IRS exempt-organization identity fields; selected Form 990 financial fields,API fields may lag filings; not all Form 990 lines are exposed; values have not been interpreted as evidence of impact.,high
propublica-org-521299641,ProPublica organization and filing record for The National Alliance To End Homelessness Incorporated,IRS-derived exempt-organization and Form 990 API record,https://projects.propublica.org/nonprofits/api/v2/organizations/521299641.json,public JSON API over HTTPS,2026-06-12,Publicly accessible API; review ProPublica terms and IRS source notices before redistribution.,Provider-updated as IRS records and filing extracts become available,IRS exempt-organization identity fields; selected Form 990 financial fields,API fields may lag filings; not all Form 990 lines are exposed; values have not been interpreted as evidence of impact.,high
propublica-org-521549711,ProPublica organization and filing record for American Immigration Council,IRS-derived exempt-organization and Form 990 API record,https://projects.propublica.org/nonprofits/api/v2/organizations/521549711.json,public JSON API over HTTPS,2026-06-12,Publicly accessible API; review ProPublica terms and IRS source notices before redistribution.,Provider-updated as IRS records and filing extracts become available,IRS exempt-organization identity fields; selected Form 990 financial fields,API fields may lag filings; not all Form 990 lines are exposed; values have not been interpreted as evidence of impact.,high
propublica-org-521584951,ProPublica organization and filing record for Catholic Legal Immigration Network Inc,IRS-derived exempt-organization and Form 990 API record,https://projects.propublica.org/nonprofits/api/v2/organizations/521584951.json,public JSON API over HTTPS,2026-06-12,Publicly accessible API; review ProPublica terms and IRS source notices before redistribution.,Provider-updated as IRS records and filing extracts become available,IRS exempt-organization identity fields; selected Form 990 financial fields,API fields may lag filings; not all Form 990 lines are exposed; values have not been interpreted as evidence of impact.,high
propublica-org-135633307,ProPublica organization and filing record for Hias Inc,IRS-derived exempt-organization and Form 990 API record,https://projects.propublica.org/nonprofits/api/v2/organizations/135633307.json,public JSON API over HTTPS,2026-06-12,Publicly accessible API; review ProPublica terms and IRS source notices before redistribution.,Provider-updated as IRS records and filing extracts become available,IRS exempt-organization identity fields; selected Form 990 financial fields,API fields may lag filings; not all Form 990 lines are exposed; values have not been interpreted as evidence of impact.,high
propublica-org-942939540,ProPublica organization and filing record for Immigrant Legal Resource Center,IRS-derived exempt-organization and Form 990 API record,https://projects.propublica.org/nonprofits/api/v2/organizations/942939540.json,public JSON API over HTTPS,2026-06-12,Publicly accessible API; review ProPublica terms and IRS source notices before redistribution.,Provider-updated as IRS records and filing extracts become available,IRS exempt-organization identity fields; selected Form 990 financial fields,API fields may lag filings; not all Form 990 lines are exposed; values have not been interpreted as evidence of impact.,high
propublica-org-941156554,ProPublica organization and filing record for Immigration Institute Of The Bay Area,IRS-derived exempt-organization and Form 990 API record,https://projects.propublica.org/nonprofits/api/v2/organizations/941156554.json,public JSON API over HTTPS,2026-06-12,Publicly accessible API; review ProPublica terms and IRS source notices before redistribution.,Provider-updated as IRS records and filing extracts become available,IRS exempt-organization identity fields; selected Form 990 financial fields,API fields may lag filings; not all Form 990 lines are exposed; values have not been interpreted as evidence of impact.,high
propublica-org-135660870,ProPublica organization and filing record for International Rescue Committee Inc,IRS-derived exempt-organization and Form 990 API record,https://projects.propublica.org/nonprofits/api/v2/organizations/135660870.json,public JSON API over HTTPS,2026-06-12,Publicly accessible API; review ProPublica terms and IRS source notices before redistribution.,Provider-updated as IRS records and filing extracts become available,IRS exempt-organization identity fields; selected Form 990 financial fields,API fields may lag filings; not all Form 990 lines are exposed; values have not been interpreted as evidence of impact.,high
propublica-org-131776711,ProPublica organization and filing record for National Immigration Forum Inc,IRS-derived exempt-organization and Form 990 API record,https://projects.propublica.org/nonprofits/api/v2/organizations/131776711.json,public JSON API over HTTPS,2026-06-12,Publicly accessible API; review ProPublica terms and IRS source notices before redistribution.,Provider-updated as IRS records and filing extracts become available,IRS exempt-organization identity fields; selected Form 990 financial fields,API fields may lag filings; not all Form 990 lines are exposed; values have not been interpreted as evidence of impact.,high
propublica-org-954539765,ProPublica organization and filing record for National Immigration Law Center,IRS-derived exempt-organization and Form 990 API record,https://projects.propublica.org/nonprofits/api/v2/organizations/954539765.json,public JSON API over HTTPS,2026-06-12,Publicly accessible API; review ProPublica terms and IRS source notices before redistribution.,Provider-updated as IRS records and filing extracts become available,IRS exempt-organization identity fields; selected Form 990 financial fields,API fields may lag filings; not all Form 990 lines are exposed; values have not been interpreted as evidence of impact.,high
propublica-org-952926663,ProPublica organization and filing record for National Immigration Project Of The National Lawyers Guild Inc,IRS-derived exempt-organization and Form 990 API record,https://projects.propublica.org/nonprofits/api/v2/organizations/952926663.json,public JSON API over HTTPS,2026-06-12,Publicly accessible API; review ProPublica terms and IRS source notices before redistribution.,Provider-updated as IRS records and filing extracts become available,IRS exempt-organization identity fields; selected Form 990 financial fields,API fields may lag filings; not all Form 990 lines are exposed; values have not been interpreted as evidence of impact.,high
propublica-org-541858176,ProPublica organization and filing record for Tahirih Justice Center,IRS-derived exempt-organization and Form 990 API record,https://projects.propublica.org/nonprofits/api/v2/organizations/541858176.json,public JSON API over HTTPS,2026-06-12,Publicly accessible API; review ProPublica terms and IRS source notices before redistribution.,Provider-updated as IRS records and filing extracts become available,IRS exempt-organization identity fields; selected Form 990 financial fields,API fields may lag filings; not all Form 990 lines are exposed; values have not been interpreted as evidence of impact.,high
